,occ_code,occ_title,tot_emp_2019,h_mean_2019,a_mean_2019,tot_emp_2018,h_mean_2018,a_mean_2018,tot_emp_2017,h_mean_2017,a_mean_2017,tot_emp_2016,h_mean_2016,a_mean_2016,tot_emp_2015,h_mean_2015,a_mean_2015,tot_emp_2014,h_mean_2014,a_mean_2014,tot_emp_2013,h_mean_2013,a_mean_2013,tot_emp_2012,h_mean_2012,a_mean_2012,tot_emp_2011,h_mean_2011,a_mean_2011,tot_emp_2010,h_mean_2010,a_mean_2010,tot_emp_2009,h_mean_2009,a_mean_2009
361,25-1072,"Nursing Instructors and Teachers, Postsecondary",59680,*,83160,55710.0,*,81350,55580.0,*,77360,56210.0,*,75030,57390.0,*,73150,56840.0,*,70650,56270.0,*,70200,56220.0,*,68640,55930.0,*,67810,54050.0,*,66010,,,
362,25-1080,"Education and Library Science Teachers, Postsecondary",65690,*,74740,65570.0,*,73800,65500.0,*,72510,63720.0,*,70420,65160.0,*,68560,64510.0,*,65690,67860.0,*,66150,67430.0,*,65380,,,,,,,,,
363,25-1081,"Education Teachers, Postsecondary",61300,*,74560,60930.0,*,73680,60500.0,*,72410,58850.0,*,70260,60260.0,*,68200,59980.0,*,65180,63190.0,*,65630,62920.0,*,65000,63330.0,*,65050,61450.0,*,64370,,,
364,25-1082,"Library Science Teachers, Postsecondary",4390,*,77170,4650.0,*,75450,5010.0,*,73680,4870.0,*,72340,4910.0,*,73030,4540.0,*,72440,4670.0,*,73260,4510.0,*,70770,4410.0,*,69870,4370.0,*,66950,,,
365,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",43890,*,95510,44500.0,*,96110,43540.0,*,94200,42490.0,*,94490,42720.0,*,89470,41850.0,*,87900,41240.0,*,87190,39090.0,*,85300,,,,,,,,,
366,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",14070,*,72980,14890.0,*,72390,14210.0,*,68980,14620.0,*,67040,14560.0,*,64460,14890.0,*,61750,14870.0,*,61850,14020.0,*,62770,14630.0,*,65690,13860.0,*,65590,,,
367,25-1112,"Law Teachers, Postsecondary",16180,*,129950,16990.0,*,130710,16900.0,*,129840,16010.0,*,134530,16430.0,*,126230,15990.0,*,126270,15600.0,*,122280,15260.0,*,115550,14980.0,*,108760,14620.0,*,107990,,,
368,25-1113,"Social Work Teachers, Postsecondary",13640,*,77910,12620.0,*,77520,12430.0,*,74560,11860.0,*,74280,11740.0,*,69030,10970.0,*,67500,10780.0,*,71380,9810.0,*,70430,9970.0,*,71030,9370.0,*,68630,,,
369,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",260500,*,82360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,25-1121,"Art, Drama, and Music Teachers, Postsecondary",94060,*,83220,94310.0,*,82560,95110.0,*,78720,99020.0,*,81050,98310.0,*,76710,97500.0,*,75350,92930.0,*,72630,92570.0,*,73340,90030.0,*,72660,86860.0,*,70850,,,
371,25-1122,"Communications Teachers, Postsecondary",29120,*,79830,29100.0,*,78090,28770.0,*,75640,28180.0,*,74360,29050.0,*,70290,29470.0,*,69230,29920.0,*,69620,30030.0,*,68540,29610.0,*,67560,28590.0,*,67820,,,
372,25-1123,"English Language and Literature Teachers, Postsecondary",67930,*,80180,68360.0,*,78150,69140.0,*,77660,71270.0,*,76140,75730.0,*,71210,76320.0,*,68390,75320.0,*,68360,72680.0,*,67980,72700.0,*,68760,69880.0,*,67920,,,
373,25-1124,"Foreign Language and Literature Teachers, Postsecondary",24860,*,80170,25590.0,*,79160,27240.0,*,75950,28720.0,*,73750,30120.0,*,69520,30880.0,*,67910,30590.0,*,66300,29810.0,*,66730,29010.0,*,66720,28100.0,*,66520,,,
374,25-1125,"History Teachers, Postsecondary",21030,*,84210,20510.0,*,83990,21120.0,*,82900,21800.0,*,80880,23680.0,*,76670,23640.0,*,73720,23640.0,*,74100,23590.0,*,73090,23470.0,*,72200,23240.0,*,70860,,,
375,25-1126,"Philosophy and Religion Teachers, Postsecondary",23490,*,88970,23100.0,*,82420,22920.0,*,78790,23180.0,*,77420,23820.0,*,75140,23210.0,*,71350,23430.0,*,72200,22880.0,*,71210,21930.0,*,71620,21250.0,*,69150,,,
376,25-1190,Miscellaneous Postsecondary Teachers,331560,*,73540,444210.0,*,60200,459310.0,*,59000,466790.0,*,58150,457750.0,*,55920,458990.0,*,56830,455970.0,*,56490,470200.0,*,59110,,,,,,,,,
377,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2150,*,85270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",15880,*,73720,16490.0,*,72190,16630.0,*,69560,17390.0,*,67870,17980.0,*,66090,18650.0,*,65220,18820.0,*,63770,19410.0,*,64490,18660.0,*,63820,17720.0,*,63760,,,
379,25-1194,"Career/Technical Education Teachers, Postsecondary",112210,29.05,60420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,25-1199,"Postsecondary Teachers, All Other",201320,*,80720,183750.0,*,76990,189270.0,*,74630,194870.0,*,73990,191220.0,*,71060,189490.0,*,74040,193110.0,*,73140,204380.0,*,77500,182130.0,*,74360,183160.0,*,71280,,,
381,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4211470,*,61420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,25-2010,Preschool and Kindergarten Teachers,555650,19.41,40370,555680.0,19.26,40070,550390.0,19.04,39600,536840.0,19.01,39550,528330.0,18.79,39090,510650.0,18.6,38680,510540.0,18.29,38040,497720.0,18.17,37800,,,,,,,,,
383,25-2011,"Preschool Teachers, Except Special Education",431350,16.66,34650,424520.0,16.54,34410,409740.0,16.15,33590,385550.0,16.01,33300,370190.0,15.62,32500,352420.0,15.4,32040,352730.0,15.11,31420,340350.0,14.79,30750,349430.0,14.5,30150,369380.0,14.04,29200,,,
384,25-2012,"Kindergarten Teachers, Except Special Education",124290,*,60210,131160.0,*,58370,140660.0,*,57110,151290.0,*,55460,158150.0,*,54510,158240.0,*,53480,157800.0,*,52840,157370.0,*,53030,164910.0,*,52350,173330.0,*,51550,,,
385,25-2020,Elementary and Middle School Teachers,2064680,*,63820,2032880.0,*,62150,2043520.0,*,60900,2031700.0,*,59270,2027280.0,*,58060,1997640.0,*,57080,1984360.0,*,56420,1999790.0,*,56180,,,,,,,,,
386,25-2021,"Elementary School Teachers, Except Special Education",1430480,*,63930,1410970.0,*,62200,1409140.0,*,60830,1392660.0,*,59020,1381430.0,*,57730,1353020.0,*,56830,1344240.0,*,56320,1360380.0,*,56130,1415590.0,*,55270,1485600.0,*,54330,,,
387,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",622330,*,63550,609970.0,*,62030,622340.0,*,61040,626310.0,*,59800,632760.0,*,58760,630620.0,*,57620,621970.0,*,56630,620900.0,*,56280,642820.0,*,55780,655090.0,*,54880,,,
388,25-2023,"Career/Technical Education Teachers, Middle School",11860,*,64900,11940.0,*,62570,12040.0,*,61680,12730.0,*,60350,13090.0,*,58480,14000.0,*,56970,18150.0,*,56830,18510.0,*,56270,16870.0,*,56100,14600.0,*,54160,,,
389,25-2030,Secondary School Teachers,1110370,*,65850,1129040.0,*,64230,1106060.0,*,62730,1083350.0,*,61280,1040250.0,*,60270,1041940.0,*,59180,1031750.0,*,58170,1047550.0,*,57710,,,,,,,,,
390,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1035850,*,65930,1051570.0,*,64340,1027230.0,*,62860,1003250.0,*,61420,962820.0,*,60440,960380.0,*,59330,946730.0,*,58260,959770.0,*,57770,1004850.0,*,56760,1053140.0,*,55990,,,
391,25-2032,"Career/Technical Education Teachers, Secondary School",74520,*,64800,77460.0,*,62810,78840.0,*,61010,80100.0,*,59480,77430.0,*,58170,81560.0,*,57370,85020.0,*,57200,87780.0,*,57140,88210.0,*,56330,91690.0,*,56010,,,
392,25-2050,Special Education Teachers,480780,*,65230,475700.0,*,63890,474890.0,*,62640,481600.0,*,61280,484240.0,*,59800,494870.0,*,58850,497780.0,*,58050,488230.0,*,58140,,,,,,,,,
393,25-2051,"Special Education Teachers, Preschool",22340,*,67060,23480.0,*,61610,28540.0,*,58390,28140.0,*,56990,29230.0,*,58210,24080.0,*,57860,24420.0,*,55990,21770.0,*,57770,,,,,,,,,
394,25-2052,"Special Education Teachers, Kindergarten and Elementary School",193830,*,64420,185190.0,*,63110,184920.0,*,61960,190530.0,*,60090,195780.0,*,58640,200820.0,*,57140,198350.0,*,56690,197740.0,*,56700,,,,,,,,,
395,25-2057,"Special Education Teachers, Middle School",85840,*,65740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,25-2058,"Special Education Teachers, Secondary School",143170,*,65710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,25-2059,"Special Education Teachers, All Other",35600,*,65350,36800.0,*,62500,37980.0,*,60750,40190.0,*,59450,38410.0,*,57670,39620.0,*,57820,44750.0,*,54920,39260.0,*,56160,,,,,,,,,
398,25-3000,Other Teachers and Instructors,1212090,19.58,40730,1203570.0,19.35,40250,1204930.0,18.89,39290,1191570.0,18.54,38560,1182320.0,17.99,37420,1160720.0,17.9,37240,1157660.0,17.88,37190,1137130.0,17.95,37340,,,,,,,,,
399,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",51950,28.36,58980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",51950,28.36,58980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,25-3020,Self-Enrichment Teachers,252780,22.17,46120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,25-3021,Self-Enrichment Teachers,252780,22.17,46120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,25-3030,"Substitute Teachers, Short-Term",587120,15.61,32460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,25-3031,"Substitute Teachers, Short-Term",587120,15.61,32460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,25-3097,"Tutors and Teachers and Instructors, All Other",320250,*,48700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,25-4000,"Librarians, Curators, and Archivists",257060,25.16,52330,246200.0,24.66,51290,246760.0,24.3,50540,250660.0,23.89,49700,253810.0,23.54,48960,253930.0,23.2,48260,258820.0,22.96,47750,266950.0,22.62,47060,,,,,,,,,
407,25-4010,"Archivists, Curators, and Museum Technicians",32640,26.11,54320,31760.0,25.61,53280,29920.0,25.22,52450,27900.0,25.22,52460,28080.0,24.88,51750,26510.0,24.66,51290,26330.0,24.41,50770,26440.0,23.64,49180,,,,,,,,,
408,25-4011,Archivists,6560,27.65,57500,6370.0,27.12,56400,6080.0,26.67,55470,5760.0,26.24,54570,5460.0,25.9,53880,5360.0,25.45,52930,5560.0,25.32,52670,5640.0,24.43,50810,5460.0,24.11,50140,5030.0,23.65,49190,4900.0,         23.85,         49600
409,25-4012,Curators,12890,28.43,59130,12280.0,28.12,58490,11550.0,28.28,58830,11170.0,28.32,58910,11870.0,27.4,56990,11200.0,27.26,56690,10910.0,26.74,55620,10370.0,26.25,54600,10340.0,25.74,53540,10550.0,25.56,53160,10410.0,         25.16,         52330
410,25-4013,Museum Technicians and Conservators,13190,23.09,48030,13100.0,22.53,46870,12290.0,21.62,44970,10970.0,21.53,44780,10750.0,21.58,44880,9950.0,21.31,44320,9860.0,21.31,44330,10430.0,20.63,42920,10470.0,20.41,42450,10390.0,20.16,41940,,,
411,25-4020,Librarians and Media Collections Specialists,135690,29.77,61920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,25-4022,Librarians and Media Collections Specialists,135690,29.77,61920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,25-4030,Library Technicians,88720,17.76,36950,88690.0,17.34,36080,90030.0,17.07,35510,93410.0,16.72,34780,94170.0,16.44,34200,94260.0,16.1,33490,95980.0,15.86,33000,100230.0,15.54,32320,,,,,,,,,
414,25-4031,Library Technicians,88720,17.76,36950,88690.0,17.34,36080,90030.0,17.07,35510,93410.0,16.72,34780,94170.0,16.44,34200,94260.0,16.1,33490,95980.0,15.86,33000,100230.0,15.54,32320,106560.0,15.42,32070,109240.0,15.1,31410,,,
415,25-9000,Other Educational Instruction and Library Occupations,1798860,*,35330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,25-9020,Farm and Home Management Educators,8720,25.34,52720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,25-9021,Farm and Home Management Educators,8720,25.34,52720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,25-9030,Instructional Coordinators,176690,33.26,69180,163900.0,32.45,67490,157490.0,32.06,66680,147330.0,31.49,65500,139460.0,31.19,64870,133780.0,30.79,64040,133840.0,30.32,63070,133100.0,30.01,62420,,,,,,,,,
419,25-9031,Instructional Coordinators,176690,33.26,69180,163900.0,32.45,67490,157490.0,32.06,66680,147330.0,31.49,65500,139460.0,31.19,64870,133780.0,30.79,64040,133840.0,30.32,63070,133100.0,30.01,62420,130230.0,29.67,61720,128780.0,29.46,61270,,,
420,25-9040,Teaching Assistants,1484410,*,30280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,25-9044,"Teaching Assistants, Postsecondary",137500,*,36460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,25-9045,"Teaching Assistants, Except Postsecondary",1346910,*,29640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,25-9090,Miscellaneous Educational Instruction and Library Workers,129040,22.1,45970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,25-9099,"Educational Instruction and Library Workers, All Other",129040,22.1,45970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2017810,29.79,61960,1951170.0,28.74,59780,1925140.0,28.34,58950,1902970.0,28.07,58390,1843600.0,27.39,56980,1793700.0,26.82,55790,1758310.0,26.72,55580,1750130.0,26.2,54490,1725670.0,25.89,53850,1716640.0,25.14,52290,,,
426,27-1000,Art and Design Workers,633420,27.54,57290,610180.0,26.55,55230,597970.0,25.92,53910,582550.0,25.32,52660,559820.0,25.11,52240,531920.0,24.55,51070,507370.0,24.63,51240,499620.0,24.02,49960,,,,,,,,,
427,27-1010,Artists and Related Workers,96760,43.01,89470,90990.0,40.83,84930,90940.0,39.85,82900,89620.0,38.24,79530,90150.0,37.3,77580,86710.0,36.15,75200,87240.0,36.19,75270,84990.0,35.52,73870,,,,,,,,,
428,27-1011,Art Directors,42890,52.69,109600,40210.0,50.29,104590,38110.0,49.76,103510,36210.0,48.64,101170,34690.0,49.03,101990,33140.0,47.05,97850,32250.0,46.46,96650,31570.0,45.32,94260,30680.0,45.92,95500,29700.0,45.24,94100,,,
429,27-1012,Craft Artists,4640,18.63,38740,3980.0,19.47,40490,4730.0,19.8,41180,5070.0,18.7,38900,5270.0,17.17,35710,4760.0,17.45,36300,4750.0,17.6,36600,4810.0,16.94,35240,4810.0,15.51,32270,4790.0,15.39,32010,,,
430,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",12350,30.3,63030,11620.0,28.06,58370,11230.0,27.66,57520,11520.0,27.6,57410,12240.0,26.04,54170,12100.0,24.58,51120,11980.0,24.47,50900,12480.0,25.96,54000,11830.0,25.67,53400,10320.0,25.52,53080,,,
431,27-1014,Special Effects Artists and Animators,29340,40.76,84780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,27-1019,"Artists and Related Workers, All Other",7550,32.57,67750,6620.0,32.55,67700,7010.0,32.01,66590,7010.0,31.07,64630,7700.0,29.87,62130,7700.0,29.52,61410,7470.0,28.11,58460,6850.0,29.65,61680,7250.0,29.58,61520,7560.0,29.69,61760,,,
433,27-1020,Designers,536660,24.75,51490,519180.0,24.05,50020,507030.0,23.42,48720,492930.0,22.97,47780,469670.0,22.78,47370,445200.0,22.29,46370,420130.0,22.23,46250,414630.0,21.67,45060,,,,,,,,,
434,27-1021,Commercial and Industrial Designers,32770,35.49,73820,33200.0,34.34,71430,31250.0,33.91,70540,31860.0,34.08,70880,31330.0,33.57,69820,29410.0,32.23,67030,28540.0,31.04,64570,29030.0,30.02,62430,28710.0,30.56,63570,28670.0,29.76,61890,,,
435,27-1022,Fashion Designers,22030,41.4,86110,19750.0,42.12,87610,18940.0,37.92,78870,19230.0,36.77,76480,19040.0,35.18,73180,17840.0,35.43,73690,17370.0,35.37,73570,16560.0,34.92,72620,16010.0,35.54,73930,15060.0,35.79,74440,,,
436,27-1023,Floral Designers,41770,14.31,29760,43360.0,13.9,28900,43470.0,13.57,28220,43990.0,13.27,27610,44350.0,12.98,27010,45050.0,12.75,26520,46490.0,12.55,26100,47110.0,12.28,25550,47180.0,12.19,25350,47850.0,12.04,25030,,,
437,27-1024,Graphic Designers,215930,27.17,56510,217810.0,26.29,54680,217170.0,25.62,53280,210710.0,25.14,52290,204850.0,24.83,51640,197540.0,24.36,50670,194360.0,23.85,49610,191440.0,23.43,48730,191550.0,23.41,48690,192240.0,23.14,48140,,,
438,27-1025,Interior Designers,60650,29.32,60990,57070.0,28.42,59120,56070.0,27.99,58210,53160.0,27.03,56220,51050.0,26.69,55510,45010.0,26.37,54850,43710.0,26.06,54200,40750.0,25.47,52970,40950.0,25.39,52810,40120.0,25.05,52100,,,
439,27-1026,Merchandise Displayers and Window Trimmers,140850,15.84,32940,128960.0,15.31,31850,120870.0,14.88,30940,114690.0,14.47,30090,100540.0,14.32,29790,93000.0,14.2,29530,72590.0,14.39,29930,73490.0,13.88,28860,67290.0,13.7,28500,64330.0,13.69,28480,,,
440,27-1027,Set and Exhibit Designers,12040,30.04,62480,10590.0,29.34,61020,11490.0,28.65,59590,12060.0,27.69,57600,11930.0,26.4,54920,10460.0,25.55,53150,9750.0,25.96,53990,8680.0,26.11,54310,8510.0,26.39,54890,8120.0,24.81,51600,,,
441,27-1029,"Designers, All Other",10610,35.34,73510,8450.0,32.99,68610,7770.0,31.92,66400,7230.0,30.42,63270,6590.0,29.92,62220,6890.0,26.61,55360,7330.0,25.34,52700,7560.0,24.56,51080,8070.0,24.83,51640,8560.0,24.25,50440,,,
442,27-2000,"Entertainers and Performers, Sports and Related Workers",536540,30.1,62600,515310.0,28.8,59900,508410.0,28.78,59860,509840.0,29.29,60910,498020.0,28.07,58380,491110.0,27.83,57880,488570.0,28.25,58750,489840.0,27.35,56890,,,,,,,,,
443,27-2010,"Actors, Producers, and Directors",181830,40.52,84290,166060.0,39.24,81610,161000.0,40.74,84740,163130.0,43.54,90570,155210.0,41.28,85850,156510.0,41.09,85470,155740.0,42.8,89020,157550.0,40.64,84520,,,,,,,,,
444,27-2011,Actors,52620,29.14,*,47430.0,29.34,*,43470.0,32.89,*,48620.0,39.84,*,50570.0,37.47,*,59210.0,37.28,*,63230.0,41.94,*,70540.0,35.97,*,60830.0,33.82,*,54740.0,28.44,*,39880.0,         28.79,*
445,27-2012,Producers and Directors,129210,45.16,93940,118630.0,43.19,89840,117520.0,43.64,90770,114510.0,45.12,93840,104650.0,43.11,89670,97300.0,43.41,90300,92510.0,43.38,90240,87010.0,44.42,92390,82880.0,44.34,92220,83520.0,42.6,88610,,,
446,27-2020,"Athletes, Coaches, Umpires, and Related Workers",272840,*,46460,266860.0,*,45080,265160.0,*,43940,259850.0,*,42290,254440.0,*,41470,240780.0,*,40600,236100.0,*,39310,229830.0,*,38520,,,,,,,,,
447,27-2021,Athletes and Sports Competitors,11330,*,93140,10800.0,*,87030,11150.0,*,88300,10260.0,*,83730,11710.0,*,80490,11520.0,*,78260,13880.0,*,71850,12450.0,*,75760,12630.0,*,79830,12660.0,*,87340,,,
448,27-2022,Coaches and Scouts,241390,*,44910,236970.0,*,43870,235400.0,*,42540,230930.0,*,41000,224110.0,*,40050,211760.0,*,39150,206080.0,*,37610,201800.0,*,36680,193810.0,*,36340,184280.0,*,35950,,,
449,27-2023,"Umpires, Referees, and Other Sports Officials",20120,*,38810,19090.0,*,36440,18610.0,*,35080,18660.0,*,35540,18620.0,*,33990,17510.0,*,33400,16140.0,*,33020,15570.0,*,32600,15630.0,*,29640,15250.0,*,28900,,,
450,27-2030,Dancers and Choreographers,14320,23.83,49570,14810.0,22.44,46670,15240.0,20.41,42450,15220.0,20.83,43320,15160.0,20.39,42410,17270.0,20.68,43020,17840.0,21.41,44540,18790.0,20.04,41680,,,,,,,,,
451,27-2031,Dancers,9690,22.91,*,9720.0,20.7,*,9930.0,17.7,*,10060.0,18.29,*,10030.0,18.14,*,11240.0,18.53,*,11540.0,20,*,11390.0,19.02,*,11240.0,19.53,*,11200.0,16.55,*,10700.0,         16.37,*
452,27-2032,Choreographers,4630,25.77,53590,5090.0,25.75,53560,5310.0,25.47,52970,5160.0,25.77,53610,5130.0,24.79,51560,6030.0,24.71,51390,6300.0,24,49930,7400.0,21.6,44930,10870.0,21.23,44160,12390.0,20.25,42110,14700.0,         20.25,         42130
453,27-2040,"Musicians, Singers, and Related Workers",51710,38.15,*,53840.0,35.53,*,55570.0,34.11,*,58490.0,32.86,*,58630.0,31.7,*,60770.0,30.36,*,62450.0,29.92,*,67050.0,29.61,*,,,,,,,,,
454,27-2041,Music Directors and Composers,10580,31.09,64670,12160.0,28.75,59790,15400.0,29.56,61490,18380.0,29.15,60630,21540.0,28.38,59040,21880.0,26.55,55230,23190.0,26.23,54560,24940.0,25.68,53420,25290.0,25.84,53760,20640.0,25.36,52750,,,
455,27-2042,Musicians and Singers,41130,39.96,*,41680.0,37.51,*,40170.0,35.86,*,40110.0,34.56,*,37090.0,33.62,*,38900.0,32.49,*,39260.0,32.1,*,42100.0,31.94,*,42530.0,31.74,*,43350.0,30.22,*,,,
456,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",15840,23.4,*,13740.0,21.53,*,11440.0,23.15,*,13150.0,23.2,*,14570.0,22.71,*,15780.0,21.1,*,16440.0,25.69,*,16630.0,22.64,*,,,,,,,,,
457,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",15840,23.4,*,13740.0,21.53,*,11440.0,23.15,*,13150.0,23.2,*,14570.0,22.71,*,15780.0,21.1,*,16440.0,25.69,*,16630.0,22.64,*,,,,,,,,,
458,27-3000,Media and Communication Workers,609210,32.61,67830,586190.0,31.72,65980,581520.0,31.07,64620,575630.0,30.35,63130,564800.0,29.76,61910,556340.0,29.08,60490,553780.0,28.61,59500,551020.0,28.45,59180,,,,,,,,,
459,27-3010,Broadcast Announcers and Radio Disc Jockeys,29230,25.76,53580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,27-3011,Broadcast Announcers and Radio Disc Jockeys,29230,25.76,53580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,27-3020,"News Analysts, Reporters and Journalists",44100,30,62400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,27-3023,"News Analysts, Reporters, and Journalists",44100,30,62400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,27-3030,Public Relations Specialists,244730,33.75,70190,239030.0,32.9,68440,233730.0,32.69,67990,226940.0,31.99,66540,218910.0,31.65,65830,208030.0,30.79,64050,202530.0,30.3,63020,201280.0,29.8,61980,,,,,,,,,
464,27-3031,Public Relations Specialists,244730,33.75,70190,239030.0,32.9,68440,233730.0,32.69,67990,226940.0,31.99,66540,218910.0,31.65,65830,208030.0,30.79,64050,202530.0,30.3,63020,201280.0,29.8,61980,212510.0,29.04,60400,225590.0,28.44,59150,,,
465,27-3040,Writers and Editors,192580,35.42,73680,191320.0,34.58,71920,192160.0,34.02,70760,191640.0,33.31,69280,189840.0,32.74,68090,189060.0,32.21,66990,189680.0,31.81,66160,187190.0,31.31,65130,,,,,,,,,
466,27-3041,Editors,95970,34.57,71910,95750.0,33.41,69480,96890.0,32.8,68230,97170.0,31.77,66080,96690.0,31.21,64910,97350.0,30.84,64140,98790.0,30.2,62820,99040.0,30.02,62440,98990.0,29.08,60490,99160.0,28.53,59340,105040.0,         28.10,         58440
467,27-3042,Technical Writers,50760,36.95,76860,50350.0,36.3,75500,49960.0,35.79,74440,49780.0,35.18,73160,49770.0,35.26,73350,48210.0,34.59,71950,47300.0,33.8,70290,46160.0,32.65,67910,45120.0,32.35,67280,43990.0,31.85,66240,,,
468,27-3043,Writers and Authors,45860,35.51,73860,45210.0,35.14,73090,45300.0,34.67,72120,44690.0,34.58,71920,43380.0,33.24,69130,43500.0,32.63,67870,43590.0,33.3,69250,41990.0,32.9,68420,40930.0,32.72,68060,40980.0,31.71,65960,,,
469,27-3090,Miscellaneous Media and Communication Workers,98560,27.49,57170,77560.0,26.2,54490,74650.0,25.09,52190,74660.0,24.58,51130,71890.0,23.82,49550,74990.0,24.06,50040,75110.0,23.87,49650,72350.0,25.55,53150,,,,,,,,,
470,27-3091,Interpreters and Translators,58870,27.4,57000,57140.0,26.55,55230,53150.0,24.9,51790,51350.0,24.64,51260,49650.0,23.25,48360,49460.0,23.71,49320,49060.0,23.04,47920,50320.0,25.68,53410,47950.0,24.33,50610,44200.0,23.94,49790,,,
